GEOID,B25077_001E,B25064_001E,B25088_001E,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B19083_001E,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,B25001_001E
06037463500,724800,2221,2113,357,247,104,174,1792,46,64,29,24,631,303,3720,531,5089,0.4878,48,2423,3154.0,9993.0,68,2885,1367,6063,4227,5899,808,2423,78,22,27,85,123,4,20,3,134,74,90,78,150,47,14,3,328,77,9,51,6063,574,48,2423,2885
06037463601,653600,2217,2459,214,350,507,284,2764,84,28,52,45,555,120,4104,764,5888,0.4268,25,3319,2071.0,11738.0,0,3731,1269,5924,4381,5896,824,3319,77,15,105,156,9,64,0,27,169,41,142,261,120,0,17,66,82,27,85,8,5924,420,120,3319,3731
06037463602,631900,2497,2549,290,473,255,300,2710,126,29,64,59,649,155,3765,763,5626,0.4396,33,3359,2742.0,11129.0,44,3751,1240,5682,4400,5588,1119,3359,30,0,62,102,67,66,67,42,94,247,54,69,21,24,105,7,272,77,30,0,5682,543,90,3359,3751
06037463700,1890200,3118,4001,172,257,168,67,1070,59,44,17,40,634,61,2154,175,3473,0.4597,18,1704,5146.0,9109.0,0,2041,486,3473,2668,3453,788,1704,0,73,108,100,71,71,31,48,115,120,18,104,23,65,26,48,36,79,71,19,3473,609,25,1704,2041
06037463800,1444300,2479,3645,0,17,49,0,142,166,85,118,40,1374,58,2006,120,3973,0.482,7,1516,9286.0,10132.0,0,1642,971,4001,3645,3993,905,1516,51,49,77,109,53,24,24,96,217,55,51,35,121,226,225,65,192,21,85,67,4001,1012,362,1516,1642
06037463900,1195200,3334,2757,54,68,55,41,662,54,38,53,30,725,128,1616,163,3001,0.4667,14,1387,4667.0,7970.0,0,1726,453,3185,2514,3109,650,1387,50,110,75,34,47,85,15,67,162,148,136,137,131,31,41,16,37,28,61,19,3185,648,70,1387,1726
06037464000,1256200,2216,2774,101,151,149,67,858,146,197,41,100,1582,319,3285,212,5341,0.5379,71,2440,10870.0,14515.0,40,2735,906,5387,4841,5372,953,2440,12,62,107,100,38,53,23,141,80,140,59,253,148,115,43,30,149,56,171,147,5387,1438,144,2440,2735
06037464101,2000001,-666666666,3201,0,0,0,0,23,62,30,23,19,749,0,864,112,2014,0.4366,0,772,,,0,895,63,2014,1962,2007,510,772,44,84,45,57,40,45,28,71,73,70,54,58,57,47,49,53,0,60,46,14,2014,645,96,772,895
06037464102,2000001,3501,4001,123,16,0,0,324,14,35,56,31,881,53,2379,742,4618,0.5415,0,1205,7515.0,9879.0,18,1486,405,4618,3481,4601,892,1205,51,42,146,93,0,56,0,62,189,76,0,51,15,156,165,135,203,84,131,219,4618,773,79,1205,1486
06037464200,2000001,3501,3227,46,0,26,43,314,91,119,98,127,1625,202,2496,270,5810,0.4814,27,1939,11661.0,13693.0,0,2156,323,5810,5239,5790,1300,1939,83,120,126,77,86,10,93,90,224,157,44,109,131,356,205,207,181,87,104,189,5810,1190,378,1939,2156
06037480002,1067000,3501,3088,14,20,30,11,191,55,133,33,62,1105,197,1905,385,3843,0.4386,29,1296,7228.0,8305.0,0,1336,593,3936,3611,3899,892,1296,36,42,39,112,184,144,27,35,72,68,40,81,52,63,104,85,92,128,93,85,3936,845,250,1296,1336
06037480011,886700,1812,1909,175,110,56,42,1036,82,36,50,50,718,207,2773,839,5087,0.4434,35,1754,4099.0,8541.0,0,1902,1657,5154,4004,5022,781,1754,30,80,51,38,30,31,42,182,54,44,40,18,256,123,196,117,273,78,167,106,5154,410,287,1754,1902
06037480012,949500,1775,1188,71,82,179,77,771,85,29,39,83,917,127,2525,504,4875,0.4355,79,1688,5813.0,8487.0,0,1818,894,4908,4406,4870,886,1688,63,129,105,60,28,37,46,72,102,109,69,143,76,90,175,89,33,184,127,153,4908,517,371,1688,1818
06037480101,946800,2118,2061,0,65,88,12,547,78,28,88,13,790,139,1969,685,4173,0.521,10,1337,4897.0,7254.0,0,1382,404,4218,3654,4197,728,1337,60,56,87,65,33,69,61,84,139,63,92,47,195,61,113,51,280,82,89,30,4218,516,237,1337,1382
06037480102,899100,2142,2014,10,21,86,9,423,105,58,57,45,890,128,2022,438,3987,0.435,37,1313,5470.0,7338.0,0,1423,787,4059,3915,4048,733,1313,34,66,103,39,40,21,101,80,78,96,61,38,65,98,142,119,55,87,50,30,4059,566,277,1313,1423
06037480201,1046800,2729,2772,7,16,17,0,124,170,61,90,41,1082,69,1806,90,3545,0.4287,10,1206,7516.0,8057.0,0,1314,1304,3644,3521,3619,745,1206,17,65,91,36,23,40,29,59,126,104,17,101,112,19,120,121,52,65,150,21,3644,770,281,1206,1314
06037480202,1063400,2179,2224,34,4,40,51,268,48,62,51,26,760,44,1452,242,2756,0.4351,25,1028,4792.0,6223.0,0,1103,638,2756,2630,2753,562,1028,46,52,9,78,42,115,33,138,66,63,48,64,58,93,76,46,57,42,43,52,2756,578,153,1028,1103
06037480302,840800,1790,2682,248,109,180,62,1041,166,74,40,31,698,115,2457,399,4384,0.4731,49,1739,4104.0,8136.0,0,1785,1780,4384,3864,4289,883,1739,37,34,98,68,40,65,66,80,116,81,107,87,175,49,99,72,129,116,107,49,4384,511,180,1739,1785
06037480303,647600,1837,1676,71,241,163,88,1234,12,26,22,21,301,339,2766,312,4387,0.3365,15,1535,1717.0,6526.0,0,1623,1453,4387,3790,4290,691,1535,93,20,111,18,17,0,45,39,75,38,38,28,201,135,27,103,113,121,86,35,4387,179,122,1535,1623
06037480304,699300,1675,2232,75,237,131,102,1381,49,19,8,19,404,124,2516,342,4285,0.5225,81,1785,2077.0,6963.0,0,1970,1317,4426,3868,4396,647,1785,46,86,130,21,47,16,42,48,95,57,81,77,56,62,51,56,113,37,104,175,4426,220,184,1785,1970
06037480400,943600,1879,3313,153,273,4,86,1219,120,45,38,67,1037,156,2893,567,5513,0.445,119,2256,6318.0,10840.0,11,2439,1606,5517,4715,5460,997,2256,105,59,113,101,0,14,50,95,177,107,25,121,29,245,151,20,134,67,104,120,5517,745,227,2256,2439
06037480500,1774300,2073,3461,81,163,73,31,778,160,83,68,51,1377,185,2999,137,5413,0.5002,35,2155,10737.0,14070.0,0,2333,710,5417,4886,5393,1206,2155,65,91,97,53,71,0,35,166,87,118,55,75,105,204,196,120,158,129,120,131,5417,1126,251,2155,2333
06037480601,1375000,2266,2727,195,108,197,242,1323,73,24,6,43,331,141,2247,324,4188,0.4546,31,1654,2277.0,7505.0,0,1668,1245,4188,3500,4127,683,1654,82,0,36,0,0,0,58,64,53,10,0,58,202,126,172,50,113,144,229,67,4188,271,33,1654,1668
06037480602,1585900,2100,4001,252,130,74,115,1068,102,87,32,51,603,95,2607,49,4011,0.4281,61,1671,3949.0,8046.0,0,1817,658,4149,3862,4124,907,1671,28,10,40,22,21,41,34,35,55,27,25,112,148,125,104,67,78,85,67,124,4149,404,198,1671,1817
06037480702,1300300,2646,2690,69,85,14,23,433,168,139,110,25,1175,188,2320,76,4564,0.4229,24,1608,7986.0,10309.0,0,1799,809,4564,3950,4528,1139,1608,67,45,138,119,63,74,35,92,158,102,28,72,242,185,195,51,124,174,214,34,4564,847,304,1608,1799
06037480703,1390700,1936,3558,105,34,83,17,557,110,108,93,37,794,86,2213,349,4156,0.4535,37,1351,5142.0,7704.0,0,1351,674,4156,3793,4081,741,1351,105,76,36,18,76,11,43,43,82,81,60,10,157,119,136,56,75,143,132,88,4156,467,293,1351,1351
06037480704,1030500,1942,2886,145,448,136,152,1328,61,80,24,25,507,69,2322,327,4091,0.4163,59,1835,2929.0,8053.0,0,2000,732,4109,3474,4102,670,1835,44,31,35,21,60,0,32,56,57,107,34,14,82,167,220,103,73,141,136,25,4109,318,177,1835,2000
06037480802,718700,1582,2295,68,11,35,14,273,89,111,140,23,850,68,1760,452,3166,0.4627,11,1123,4369.0,5417.0,0,1123,1633,3238,3200,3226,655,1123,23,34,81,22,0,56,41,0,127,64,71,56,76,42,68,38,33,87,22,107,3238,461,323,1123,1123
06037480803,802500,1698,2134,43,58,17,28,436,61,9,71,82,738,99,1774,326,3126,0.44,23,1174,4314.0,6233.0,0,1242,1772,3145,2868,3111,577,1174,40,45,88,8,32,26,82,76,71,60,54,10,81,51,19,91,92,33,80,115,3145,480,196,1174,1242
06037480804,653600,1734,2020,103,152,185,129,1306,82,56,69,0,492,72,2524,521,4685,0.418,62,1798,2604.0,7681.0,0,2024,1823,4695,4339,4673,896,1798,56,58,68,46,41,17,57,51,138,56,98,59,157,74,107,39,121,238,59,42,4695,337,123,1798,2024
06037480901,826400,1680,2027,174,186,136,58,1276,25,9,36,6,324,89,2397,871,4182,0.4509,86,1600,1725.0,6492.0,0,1745,1299,4207,3369,4119,626,1600,46,103,62,14,14,33,60,104,31,92,30,62,99,83,85,25,74,54,57,102,4207,222,92,1600,1745
06037480902,575400,1757,1647,96,112,87,29,1064,0,19,0,8,305,122,2163,1188,4318,0.445,106,1369,1555.0,5574.0,0,1504,1705,4318,4032,4302,591,1369,22,31,41,11,94,11,9,31,47,63,53,56,110,126,126,170,87,104,294,75,4318,132,139,1369,1504
06037480903,800600,1557,2141,116,56,22,22,680,51,41,2,22,394,59,1604,510,3101,0.4197,34,1074,2051.0,4440.0,0,1120,858,3116,2903,3085,461,1074,42,74,65,36,31,7,36,44,107,16,28,97,124,58,31,97,131,111,37,38,3116,245,105,1074,1120
06037481001,720100,1696,2409,92,108,136,147,1211,74,44,7,0,560,121,2164,678,4381,0.455,87,1771,2628.0,7502.0,16,1846,1238,4679,4434,4667,598,1771,9,203,191,29,70,91,87,123,98,90,125,265,52,0,85,72,66,92,156,100,4679,328,194,1771,1846
06037481002,656300,1922,2059,183,80,182,112,1420,53,149,65,0,666,197,2961,586,5570,0.4225,135,2086,3310.0,8880.0,0,2295,2163,5571,4682,5535,980,2086,142,38,73,111,19,107,56,37,148,27,84,82,209,95,123,91,42,141,264,10,5571,391,266,2086,2295
06037481101,803500,1674,2368,130,160,57,99,1047,87,0,11,79,342,84,2073,512,3797,0.4488,23,1389,1783.0,5948.0,35,1539,1393,4076,3661,3997,593,1389,20,56,87,41,48,60,39,38,88,87,82,167,82,38,140,22,157,72,142,134,4076,243,40,1389,1539
06037481102,649700,1904,-666666666,178,123,132,94,1181,0,16,8,4,123,148,2109,425,3575,0.421,27,1304,576.0,5185.0,0,1379,1210,3707,3132,3642,541,1304,42,16,22,48,47,10,22,47,69,14,34,92,181,127,139,95,58,55,80,44,3707,105,18,1304,1379
06037481103,806200,1378,1884,180,41,22,15,720,30,43,81,79,1059,145,2785,1062,5185,0.461,26,1779,5944.0,8889.0,0,1962,2008,5224,5049,5214,737,1779,16,87,72,21,41,77,70,80,92,49,92,193,77,45,89,76,238,207,27,97,5224,671,326,1779,1962
06037481201,831700,2085,885,93,98,61,23,699,41,43,7,29,609,191,1934,588,4116,0.3334,49,1308,3546.0,6596.0,15,1343,1349,4218,3871,4168,689,1308,105,61,82,71,0,43,46,31,85,61,24,26,79,80,154,76,132,167,152,69,4218,407,186,1308,1343
06037481203,729800,1686,2305,134,61,78,209,1055,100,89,23,63,830,299,3224,523,6170,0.4068,57,1885,4771.0,8977.0,10,2034,2313,6170,5548,6041,867,1885,33,78,247,108,97,44,65,185,121,45,34,79,255,145,216,95,220,156,107,65,6170,483,255,1885,2034
06037481300,716700,1870,1329,21,54,9,118,331,64,21,56,3,536,70,1631,229,3333,0.363,31,867,3082.0,4566.0,0,873,997,3338,3236,3302,434,867,7,69,73,77,11,69,79,60,90,24,19,116,73,87,57,133,90,71,115,40,3338,240,258,867,873
06037481401,708900,1770,-666666666,156,102,127,12,952,6,29,44,38,670,239,2940,763,5168,0.4389,35,1622,3908.0,7813.0,7,1784,1009,5198,4966,5192,866,1622,169,92,84,43,21,43,36,76,111,79,57,87,118,65,146,68,91,84,80,41,5198,382,232,1622,1784
06037481403,803600,1515,1525,53,69,35,0,401,73,14,7,0,476,249,1822,739,3291,0.4803,11,877,2540.0,4166.0,0,934,466,3316,3108,3263,453,877,24,84,64,17,0,0,9,167,33,25,125,5,157,38,139,40,11,28,10,42,3316,261,146,877,934
06037481404,845400,2511,1254,64,45,42,1,522,30,64,33,44,666,106,2093,309,3933,0.4377,47,1188,3880.0,6303.0,0,1264,703,3933,3790,3905,594,1188,67,146,41,46,73,0,88,105,64,145,119,113,87,44,180,129,16,73,49,30,3933,419,176,1188,1264
06037481500,811500,2031,1155,37,72,20,44,537,45,89,53,32,986,78,2071,498,4150,0.4537,61,1523,5504.0,7677.0,0,1607,745,4159,4047,4121,757,1523,93,75,142,54,23,79,36,89,175,115,130,102,67,44,128,143,78,75,43,41,4159,598,388,1523,1607
06037481603,747700,1726,1881,48,60,94,38,621,26,50,28,12,569,148,1841,344,3441,0.385,56,1190,3341.0,5715.0,0,1282,655,3450,3167,3361,497,1190,47,61,25,67,0,10,48,42,45,50,15,19,120,115,35,0,197,221,40,37,3450,314,213,1190,1282
06037481604,711000,2034,1609,134,154,94,101,831,59,42,22,2,553,100,2099,324,3980,0.3892,43,1384,2900.0,6135.0,0,1501,1572,3980,3370,3939,821,1384,8,54,105,20,52,37,55,62,136,94,0,66,135,165,55,61,159,37,114,68,3980,287,266,1384,1501
06037481605,645000,1638,967,74,123,59,45,608,37,8,7,0,388,43,1573,353,2806,0.3764,23,996,2174.0,4623.0,6,1058,833,2806,2728,2798,397,996,8,20,73,69,0,10,37,67,148,67,20,22,52,144,50,67,57,59,19,36,2806,234,134,996,1058
06037481606,683300,1813,2297,170,82,105,71,1284,27,78,0,69,371,158,2406,938,5003,0.4607,71,1655,2033.0,7120.0,0,1749,1504,5003,4557,4957,879,1655,50,66,150,123,34,18,91,88,147,112,112,33,78,207,127,76,173,57,203,31,5003,185,152,1655,1749
06037481711,584600,1771,1503,93,59,146,140,1057,32,29,7,0,307,186,2313,645,4406,0.4119,49,1364,1557.0,5489.0,0,1462,350,4609,4192,4609,669,1364,66,146,121,71,35,124,97,94,38,94,87,175,55,157,63,59,79,78,99,87,4609,126,172,1364,1462
06037481712,666500,1707,1227,46,113,31,124,1223,0,1,74,0,479,248,2550,1004,5177,0.4954,102,1702,2732.0,7146.0,0,1758,750,5177,4940,5086,1032,1702,51,40,46,66,27,200,82,34,72,84,112,103,148,150,121,148,110,59,85,182,5177,250,228,1702,1758
06037481713,643100,1769,1097,123,118,32,29,636,0,11,23,0,353,178,1643,514,2876,0.4902,34,989,1870.0,4392.0,0,1172,442,2876,2157,2876,520,989,29,2,23,57,53,14,8,64,53,60,61,54,43,76,48,42,0,50,30,56,2876,205,126,989,1172
06037481714,690200,1547,1152,42,41,47,62,704,19,6,26,6,269,70,1138,791,2727,0.6237,39,973,1396.0,3941.0,6,1002,333,2742,2411,2734,514,973,9,15,65,60,32,83,35,42,26,87,85,206,57,13,92,72,67,37,70,18,2742,168,89,973,1002
06037481800,788100,2217,1462,7,13,0,9,142,88,68,40,30,700,51,1186,65,2303,0.4248,22,842,3923.0,4573.0,0,930,440,2307,2216,2275,419,842,27,53,55,29,39,51,7,88,101,75,51,104,62,71,32,3,26,61,70,14,2307,501,158,842,930
06037481901,838700,2003,1304,28,87,45,55,661,111,98,80,114,1357,164,2837,393,5616,0.437,58,2018,8051.0,10830.0,0,2025,2982,5652,5340,5589,1042,2018,48,80,126,115,39,29,68,108,157,174,127,95,95,158,314,86,89,131,187,127,5652,893,371,2018,2025
06037481902,771200,1896,2604,0,65,34,40,505,10,59,55,28,631,102,1726,557,3255,0.4365,8,1136,3538.0,5453.0,0,1186,1498,3255,2738,3228,465,1136,32,81,25,54,36,64,29,26,52,96,13,37,76,83,91,34,71,121,55,23,3255,383,205,1136,1186
06037482001,867900,1735,1563,6,0,1,8,130,40,84,44,29,827,23,1169,110,2676,0.4401,6,957,5248.0,5870.0,0,994,370,2676,2487,2652,529,957,44,79,61,9,56,80,23,64,69,44,125,102,121,47,5,53,19,93,77,66,2676,562,265,957,994
06037482002,895900,1949,-666666666,119,237,189,152,1080,32,128,182,49,1471,357,3711,563,7205,0.3976,167,2551,8642.0,12981.0,0,2695,2350,7210,6433,7049,1171,2551,47,123,168,84,200,57,69,105,106,140,74,182,40,344,211,174,159,178,242,137,7210,903,541,2551,2695
06037482101,775300,1816,1878,117,100,78,40,708,41,72,33,40,780,97,2404,431,4364,0.4664,45,1488,4353.0,6877.0,0,1613,1371,4373,4022,4362,686,1488,70,74,64,103,26,107,45,68,98,152,86,65,65,40,73,18,90,112,147,100,4373,426,263,1488,1613
06037482102,887800,2414,1385,40,46,14,35,229,51,67,13,61,866,75,1600,216,3177,0.4358,54,1095,5231.0,6452.0,0,1137,775,3188,2979,3177,558,1095,46,71,128,130,30,58,45,92,124,151,51,48,85,61,30,27,45,118,37,22,3188,628,224,1095,1137
06037482201,713600,1502,2008,94,81,32,90,737,55,10,10,78,614,72,1685,682,3886,0.5208,170,1351,3046.0,5714.0,0,1422,803,3922,2859,3888,639,1351,11,59,29,42,24,74,15,23,94,98,84,98,63,114,112,49,98,147,34,16,3922,276,338,1351,1422
06037482202,647900,1885,1258,108,180,79,88,1238,10,18,36,10,422,83,2468,696,5022,0.4268,130,1660,2129.0,7132.0,0,1741,1094,5022,4716,4937,805,1660,48,145,155,37,35,11,64,133,135,85,55,99,96,299,99,129,73,38,204,67,5022,276,146,1660,1741
06037482301,769100,1826,1708,6,124,114,59,652,45,46,7,4,596,261,2632,638,5175,0.4142,127,1248,3074.0,5942.0,0,1405,1177,5176,5020,5175,796,1248,30,138,66,52,23,81,87,81,40,17,104,147,32,210,223,124,90,75,103,159,5176,289,201,1248,1405
06037482303,681300,1705,1269,74,94,93,143,897,90,13,0,15,500,105,2285,705,5066,0.4604,91,1397,2622.0,6088.0,8,1469,1563,5075,4477,5049,771,1397,83,82,130,26,58,28,93,163,175,101,0,29,117,118,158,168,206,140,154,43,5075,164,282,1397,1469
06037482304,676300,1474,1176,65,43,76,13,583,23,0,0,0,162,59,1371,560,2782,0.4037,46,745,781.0,3080.0,0,889,1294,2842,2658,2812,258,745,53,23,27,6,14,30,19,36,56,46,22,57,61,87,120,116,52,82,43,22,2842,40,65,745,889
06037482401,789300,1572,2222,116,37,43,27,631,42,23,18,36,372,107,1851,505,3600,0.4168,62,1003,1963.0,4432.0,0,1013,1545,3600,3526,3590,568,1003,94,28,74,33,33,41,56,34,116,41,45,26,49,39,116,91,119,80,49,76,3600,137,132,1003,1013
06037482403,690800,1509,842,46,31,67,44,620,0,19,14,4,267,46,1497,542,3172,0.4261,38,887,1371.0,3678.0,0,912,1460,3172,3108,3167,548,887,23,8,38,41,5,81,0,28,102,49,17,85,84,48,34,80,99,3,177,35,3172,75,157,887,912
06037482404,698700,2659,2031,0,33,0,52,288,150,36,127,15,930,96,1814,143,3352,0.4335,15,1218,5653.0,7206.0,0,1218,827,3428,3316,3428,763,1218,9,64,80,36,13,10,18,77,135,51,52,81,0,96,79,279,20,17,150,44,3428,552,378,1218,1218
06037482502,645400,1421,950,29,54,27,41,479,16,19,34,3,352,87,1480,777,3516,0.4,25,831,1941.0,3783.0,0,924,735,3519,3353,3511,528,831,65,22,101,48,22,49,80,53,82,63,16,37,102,132,93,101,79,66,95,59,3519,109,178,831,924
06037482503,661600,1874,1134,66,82,55,41,535,57,7,6,23,468,44,1885,440,3808,0.3959,31,1003,2455.0,4932.0,0,1091,747,3808,3649,3785,618,1003,57,45,56,25,25,35,104,32,25,13,42,121,147,66,100,197,116,24,120,41,3808,222,193,1003,1091
06037482521,615300,2123,1522,22,30,33,23,384,2,98,13,105,1057,149,2689,344,5062,0.3976,50,1441,5792.0,7568.0,0,1501,1377,5279,5036,5262,810,1441,95,86,99,102,48,105,162,74,149,86,163,128,142,79,152,64,175,52,90,109,5279,462,447,1441,1501
06037482522,469900,1826,1209,57,80,50,43,529,147,81,23,5,1026,132,2252,229,4304,0.3409,81,1555,5768.0,7983.0,0,1555,2137,4404,4055,4387,709,1555,57,25,93,37,91,120,165,62,116,88,51,172,68,77,106,34,122,150,65,20,4404,633,336,1555,1555
06037482600,783300,2115,1700,97,11,41,0,738,155,88,128,28,1430,76,3132,372,6377,0.4339,119,2168,8350.0,11775.0,0,2381,1449,6377,6021,6310,1354,2168,58,128,113,108,158,168,94,63,225,122,109,173,67,119,159,135,106,156,148,61,6377,1041,363,2168,2381
06037482701,777300,1764,1389,72,40,72,67,601,122,66,30,23,747,56,2059,413,3767,0.4021,42,1348,3977.0,6066.0,0,1428,2155,3807,3574,3775,475,1348,21,50,81,57,3,81,9,66,69,73,55,111,71,108,158,74,70,95,52,72,3807,443,261,1348,1428
06037482702,762400,1864,1945,15,8,38,23,256,39,54,27,31,619,34,1214,170,2456,0.4542,28,875,3583.0,4645.0,0,875,856,2462,2268,2439,456,875,33,59,29,38,39,57,36,66,43,30,57,110,36,33,34,16,121,63,44,77,2462,384,183,875,875
06037482801,706300,1812,1034,51,67,25,17,395,64,36,90,26,871,148,1967,287,4069,0.3735,33,1266,4941.0,6744.0,0,1370,2052,4069,3827,4047,640,1266,31,31,117,26,62,27,91,66,77,52,90,127,101,58,89,56,55,227,132,93,4069,467,362,1266,1370
06037500100,1118800,2317,2692,0,0,0,0,72,126,108,107,18,1017,26,1857,77,3581,0.4221,7,1089,7498.0,8066.0,0,1163,1102,3601,3001,3590,820,1089,45,63,95,66,57,46,67,80,126,109,41,43,100,72,78,18,125,85,136,62,3601,802,183,1089,1163
06037500202,1100100,1819,3553,0,0,0,36,173,182,112,27,44,1300,127,1862,125,4791,0.4741,19,1473,10463.0,11113.0,0,1641,2096,4827,4541,4742,1006,1473,38,83,83,14,223,88,20,143,182,82,94,98,115,143,86,69,114,36,287,21,4827,858,437,1473,1641
06037500203,852900,2684,2148,0,20,38,0,102,111,153,33,53,1143,85,1993,94,4016,0.3663,20,1245,7280.0,7732.0,0,1245,1814,4178,3957,4178,779,1245,52,49,53,8,64,78,36,112,65,13,97,206,237,131,137,18,153,64,80,108,4178,681,425,1245,1245
06037500204,925200,1117,2783,30,0,90,0,126,175,29,27,90,790,28,1227,146,2251,0.4934,0,916,5423.0,5654.0,0,955,292,2256,2179,2256,448,916,18,77,72,27,32,18,42,54,131,61,0,22,81,30,54,17,5,88,7,53,2256,638,139,916,955
06037500300,861700,1734,2179,20,8,0,0,106,169,88,118,37,1028,37,1575,103,2870,0.359,11,1134,7174.0,7607.0,0,1156,1544,2870,2789,2867,737,1134,68,32,202,39,39,11,124,123,37,106,7,11,30,37,38,6,36,118,58,46,2870,840,168,1134,1156
06037500402,643500,1326,1685,68,47,13,49,603,24,20,16,95,604,49,2348,312,4754,0.4623,73,1207,3079.0,5119.0,0,1239,4166,4766,4638,4731,475,1207,31,89,29,13,94,16,15,50,39,70,100,58,93,190,227,154,99,89,109,57,4766,125,385,1207,1239
06037500403,630800,2162,1668,0,0,34,0,66,167,142,20,91,1029,66,1683,287,3497,0.4112,48,1095,6161.0,6521.0,0,1095,3095,3497,3372,3485,685,1095,83,50,57,61,0,44,68,44,42,59,55,181,66,107,148,119,36,57,34,36,3497,595,414,1095,1095
06037500404,592200,2141,2081,46,0,23,0,250,80,77,49,50,945,114,2370,365,4152,0.3895,14,1195,5319.0,6491.0,0,1259,3506,4173,4047,4101,753,1195,106,119,50,72,29,30,46,92,72,104,38,33,79,74,201,41,87,105,74,97,4173,457,397,1195,1259
06037500500,355800,1545,1219,0,5,21,0,222,57,51,47,39,611,64,1410,292,2876,0.4241,13,833,2876.0,3904.0,0,857,2707,2891,2647,2878,466,833,15,23,34,39,27,30,35,12,58,40,48,44,64,54,95,99,26,38,108,101,2891,256,249,833,857
06037500600,572100,1781,1702,30,22,13,51,360,48,60,83,22,827,40,2622,598,5266,0.4124,22,1187,4431.0,5929.0,0,1280,5111,5286,5067,5258,772,1187,0,43,44,92,26,6,24,50,34,61,62,47,145,157,202,156,50,83,251,282,5286,261,378,1187,1280
06037500700,550100,1922,1753,54,65,57,29,418,85,136,110,81,1405,195,3598,920,7056,0.4068,16,1823,8003.0,9682.0,0,1823,6678,7177,6762,7117,992,1823,29,101,83,93,15,247,21,84,120,119,88,221,85,244,205,101,165,247,232,204,7177,682,634,1823,1823
06037500800,597100,1902,1575,57,8,36,20,333,76,100,46,68,957,115,2743,303,5036,0.3758,35,1290,5702.0,6971.0,0,1346,4862,5149,4627,5002,737,1290,16,47,76,88,88,24,47,62,81,149,6,89,95,124,136,78,331,34,109,101,5149,331,441,1290,1346
06037500900,584000,1230,1928,72,41,91,277,998,106,97,44,15,802,98,2813,998,5534,0.5148,24,1800,4446.0,7600.0,8,1851,4925,5625,5483,5625,600,1800,76,108,90,65,22,17,158,56,254,69,41,153,88,94,51,204,16,243,183,112,5625,273,451,1800,1851
06037501001,552000,1836,2132,7,31,22,87,248,53,32,73,54,494,19,1388,430,3074,0.334,0,742,2700.0,3935.0,0,764,2955,3110,2868,2999,423,742,60,7,61,32,36,11,17,73,23,28,20,17,110,98,70,179,109,53,147,71,3110,188,272,742,764
06037501002,601800,2136,2019,9,0,34,56,243,229,96,57,145,1085,149,2229,171,4469,0.4039,13,1328,6214.0,7261.0,0,1364,3570,4469,4219,4446,905,1328,46,40,55,43,50,12,29,58,137,124,38,26,92,190,116,141,55,127,83,46,4469,583,415,1328,1364
06037501200,643700,1735,2203,11,16,53,113,546,164,141,102,75,919,124,2680,369,5105,0.3452,0,1465,5344.0,7941.0,0,1465,3863,5134,4411,5057,792,1465,62,13,0,80,23,20,59,74,154,56,39,72,93,255,240,135,176,222,129,139,5134,486,349,1465,1465
06037501301,645400,1759,2254,71,22,43,0,290,158,28,41,49,797,108,1435,111,3067,0.3613,18,1087,4361.0,5506.0,0,1110,2138,3067,2911,3019,444,1087,22,63,44,44,31,8,25,40,114,51,0,163,75,21,100,24,84,83,108,12,3067,538,210,1087,1110
06037501302,660700,1776,2619,48,227,49,33,728,247,42,14,21,819,233,2293,248,4425,0.4247,26,1547,4446.0,7534.0,58,1581,3219,4425,4128,4410,751,1547,18,85,121,22,21,14,0,113,194,29,17,53,56,199,192,71,128,76,85,90,4425,534,246,1547,1581
06037501400,633700,1613,2864,116,0,103,82,777,51,44,45,57,373,135,1695,414,3093,0.4483,0,1150,1898.0,4850.0,19,1269,2568,3093,2713,3093,494,1150,6,11,26,22,0,0,25,31,53,31,12,37,83,95,73,38,119,154,53,73,3093,192,162,1150,1269
06037501501,783800,2210,2452,23,24,6,19,181,97,83,64,46,628,26,1087,207,2022,0.3399,0,809,4037.0,4872.0,11,869,1095,2022,1874,2001,425,809,36,71,68,44,21,10,33,52,65,30,12,18,30,39,36,42,55,39,31,32,2022,517,111,809,869
06037501503,789000,1637,1481,223,177,182,162,1447,64,43,0,0,410,295,2983,923,5505,0.3868,23,1857,2714.0,8222.0,0,1981,4007,5517,5201,5447,561,1857,40,48,88,0,15,0,94,20,95,55,42,93,181,109,211,113,186,220,208,154,5517,287,113,1857,1981
06037501504,570600,1446,1875,120,198,141,66,1277,7,31,45,0,185,58,1466,603,3371,0.4495,62,1462,919.0,4960.0,0,1550,2489,3395,3095,3330,474,1462,38,0,68,54,61,92,45,29,120,37,143,95,109,85,114,28,93,148,45,104,3395,130,55,1462,1550
